order_id,date,category,city,payment_method,status,unit_price,quantity,revenue,month,month_n,quarter
ORD-1503,2023-10-25,Books & Stationery,Jakarta,Credit Card,Returned,107921,1,0,2023-10,10,Q4
ORD-1504,2023-09-07,Electronics,Surabaya,Credit Card,Completed,3138900,4,12555600,2023-09,9,Q3
ORD-1505,2023-03-01,Electronics,Jakarta,E-Wallet,Completed,2045198,2,4090396,2023-03,3,Q1
ORD-1506,2023-11-29,Sports,Medan,E-Wallet,Completed,590518,2,1181036,2023-11,11,Q4
ORD-1507,2023-10-28,Fashion,Jakarta,COD,Completed,381441,3,1144323,2023-10,10,Q4
ORD-1508,2023-12-13,Sports,Bandung,COD,Cancelled,808946,5,0,2023-12,12,Q4
ORD-1509,2023-09-22,Sports,Semarang,E-Wallet,Completed,439742,1,439742,2023-09,9,Q3
ORD-1510,2023-08-12,Electronics,Jakarta,Credit Card,Completed,1114762,5,5573810,2023-08,8,Q3
ORD-1511,2023-06-02,Sports,Surabaya,E-Wallet,Completed,677088,3,2031264,2023-06,6,Q2
ORD-1512,2023-12-07,Fashion,Jakarta,COD,Completed,288488,3,865464,2023-12,12,Q4
ORD-1513,2023-11-13,Beauty & Health,Bandung,E-Wallet,Completed,249296,3,747888,2023-11,11,Q4
ORD-1514,2023-01-17,Beauty & Health,Bandung,Bank Transfer,Completed,322900,3,968700,2023-01,1,Q1
ORD-1515,2023-01-10,Books & Stationery,Surabaya,Credit Card,Completed,141383,2,282766,2023-01,1,Q1
ORD-1516,2023-05-18,Electronics,Surabaya,COD,Returned,2610836,4,0,2023-05,5,Q2
ORD-1517,2023-10-23,Beauty & Health,Semarang,E-Wallet,Returned,285912,4,0,2023-10,10,Q4
ORD-1518,2023-12-27,Home & Living,Jakarta,COD,Completed,692857,2,1385714,2023-12,12,Q4
ORD-1519,2023-02-24,Home & Living,Jakarta,Credit Card,Cancelled,669155,1,0,2023-02,2,Q1
ORD-1520,2023-08-05,Home & Living,Yogyakarta,Credit Card,Completed,548932,2,1097864,2023-08,8,Q3
ORD-1521,2023-05-20,Electronics,Bandung,Credit Card,Completed,2786709,1,2786709,2023-05,5,Q2
ORD-1522,2023-12-21,Fashion,Semarang,E-Wallet,Completed,561779,2,1123558,2023-12,12,Q4
ORD-1523,2023-11-04,Fashion,Bandung,Credit Card,Completed,341135,4,1364540,2023-11,11,Q4
ORD-1524,2023-11-02,Sports,Yogyakarta,Credit Card,Completed,556720,1,556720,2023-11,11,Q4
ORD-1525,2023-06-21,Fashion,Surabaya,COD,Completed,507122,1,507122,2023-06,6,Q2
ORD-1526,2023-06-01,Electronics,Medan,Credit Card,Completed,2497661,4,9990644,2023-06,6,Q2
ORD-1527,2023-04-10,Books & Stationery,Semarang,COD,Cancelled,60991,2,0,2023-04,4,Q2
ORD-1528,2023-01-21,Electronics,Bandung,Bank Transfer,Completed,3426336,2,6852672,2023-01,1,Q1
ORD-1529,2023-11-12,Books & Stationery,Jakarta,COD,Completed,53348,2,106696,2023-11,11,Q4
ORD-1530,2023-10-24,Home & Living,Jakarta,E-Wallet,Cancelled,698877,2,0,2023-10,10,Q4
ORD-1531,2023-12-31,Sports,Jakarta,COD,Completed,847387,1,847387,2023-12,12,Q4
ORD-1532,2023-12-30,Fashion,Jakarta,COD,Completed,601555,1,601555,2023-12,12,Q4
ORD-1533,2023-07-22,Electronics,Jakarta,Credit Card,Cancelled,912403,1,0,2023-07,7,Q3
ORD-1534,2023-10-08,Home & Living,Bandung,Credit Card,Completed,592799,1,592799,2023-10,10,Q4
ORD-1535,2023-12-11,Sports,Bandung,Credit Card,Completed,569386,4,2277544,2023-12,12,Q4
ORD-1536,2023-11-07,Home & Living,Surabaya,E-Wallet,Completed,406443,1,406443,2023-11,11,Q4
ORD-1537,2023-04-01,Electronics,Bandung,COD,Cancelled,1020955,1,0,2023-04,4,Q2
ORD-1538,2023-06-14,Home & Living,Jakarta,Bank Transfer,Completed,568857,5,2844285,2023-06,6,Q2
ORD-1539,2023-02-17,Home & Living,Jakarta,E-Wallet,Cancelled,510328,3,0,2023-02,2,Q1
ORD-1540,2023-12-15,Home & Living,Jakarta,Credit Card,Completed,248188,3,744564,2023-12,12,Q4
ORD-1541,2023-08-10,Home & Living,Surabaya,E-Wallet,Completed,603742,1,603742,2023-08,8,Q3
ORD-1542,2023-03-25,Sports,Jakarta,COD,Cancelled,829880,1,0,2023-03,3,Q1
ORD-1543,2023-09-03,Beauty & Health,Jakarta,Credit Card,Completed,366220,1,366220,2023-09,9,Q3
ORD-1544,2023-08-14,Electronics,Surabaya,Bank Transfer,Completed,3466119,2,6932238,2023-08,8,Q3
ORD-1545,2023-05-11,Beauty & Health,Yogyakarta,Credit Card,Completed,237409,4,949636,2023-05,5,Q2
ORD-1546,2023-02-11,Electronics,Jakarta,E-Wallet,Cancelled,3609218,2,0,2023-02,2,Q1
ORD-1547,2023-09-03,Fashion,Bandung,Bank Transfer,Completed,557714,4,2230856,2023-09,9,Q3
ORD-1548,2023-07-09,Fashion,Bandung,Credit Card,Completed,273250,1,273250,2023-07,7,Q3
ORD-1549,2023-10-09,Electronics,Medan,Bank Transfer,Completed,1227849,3,3683547,2023-10,10,Q4
ORD-1550,2023-07-09,Fashion,Semarang,Bank Transfer,Cancelled,342694,5,0,2023-07,7,Q3
ORD-1551,2023-11-08,Electronics,Jakarta,Bank Transfer,Completed,1955696,3,5867088,2023-11,11,Q4
ORD-1552,2023-07-21,Sports,Jakarta,E-Wallet,Completed,693604,1,693604,2023-07,7,Q3
ORD-1553,2023-07-24,Books & Stationery,Semarang,Credit Card,Completed,158343,4,633372,2023-07,7,Q3
ORD-1554,2023-11-16,Electronics,Surabaya,E-Wallet,Completed,2999960,5,14999800,2023-11,11,Q4
ORD-1555,2023-05-28,Books & Stationery,Bandung,E-Wallet,Completed,144379,1,144379,2023-05,5,Q2
ORD-1556,2023-02-18,Beauty & Health,Bandung,Bank Transfer,Completed,127736,1,127736,2023-02,2,Q1
ORD-1557,2023-01-11,Fashion,Bandung,Credit Card,Completed,554145,5,2770725,2023-01,1,Q1
ORD-1558,2023-10-03,Electronics,Semarang,E-Wallet,Completed,1679293,4,6717172,2023-10,10,Q4
ORD-1559,2023-08-15,Beauty & Health,Makassar,COD,Cancelled,439667,5,0,2023-08,8,Q3
ORD-1560,2023-09-14,Home & Living,Medan,Credit Card,Completed,257502,1,257502,2023-09,9,Q3
ORD-1561,2023-03-19,Home & Living,Jakarta,Bank Transfer,Cancelled,845775,1,0,2023-03,3,Q1
ORD-1562,2023-02-19,Electronics,Yogyakarta,Credit Card,Completed,1023035,4,4092140,2023-02,2,Q1
ORD-1563,2023-01-06,Electronics,Jakarta,E-Wallet,Cancelled,1443108,1,0,2023-01,1,Q1
ORD-1564,2023-05-08,Fashion,Jakarta,Credit Card,Completed,148289,2,296578,2023-05,5,Q2
ORD-1565,2023-08-04,Fashion,Semarang,Bank Transfer,Completed,477556,2,955112,2023-08,8,Q3
ORD-1566,2023-05-24,Electronics,Jakarta,E-Wallet,Cancelled,3300896,3,0,2023-05,5,Q2
ORD-1567,2023-06-09,Fashion,Jakarta,E-Wallet,Cancelled,342035,2,0,2023-06,6,Q2
ORD-1568,2023-11-27,Sports,Jakarta,Bank Transfer,Completed,989958,4,3959832,2023-11,11,Q4
ORD-1569,2023-05-08,Books & Stationery,Yogyakarta,Bank Transfer,Completed,159656,2,319312,2023-05,5,Q2
ORD-1570,2023-07-07,Fashion,Surabaya,E-Wallet,Completed,440003,2,880006,2023-07,7,Q3
ORD-1571,2023-10-14,Sports,Bandung,Credit Card,Completed,920152,5,4600760,2023-10,10,Q4
ORD-1572,2023-05-25,Fashion,Jakarta,Credit Card,Completed,273400,1,273400,2023-05,5,Q2
ORD-1573,2023-08-16,Beauty & Health,Medan,COD,Completed,217535,3,652605,2023-08,8,Q3
ORD-1574,2023-11-11,Electronics,Medan,Credit Card,Cancelled,3467855,1,0,2023-11,11,Q4
ORD-1575,2023-12-13,Beauty & Health,Jakarta,E-Wallet,Completed,414346,3,1243038,2023-12,12,Q4
ORD-1576,2023-02-23,Books & Stationery,Surabaya,COD,Completed,233031,3,699093,2023-02,2,Q1
ORD-1577,2023-12-05,Beauty & Health,Jakarta,Credit Card,Completed,414661,3,1243983,2023-12,12,Q4
ORD-1578,2023-06-29,Fashion,Makassar,Bank Transfer,Completed,188686,1,188686,2023-06,6,Q2
ORD-1579,2023-04-05,Beauty & Health,Bandung,E-Wallet,Completed,386540,1,386540,2023-04,4,Q2
ORD-1580,2023-06-17,Electronics,Semarang,COD,Completed,1979515,1,1979515,2023-06,6,Q2
ORD-1581,2023-12-24,Sports,Jakarta,COD,Completed,1042273,1,1042273,2023-12,12,Q4
ORD-1582,2023-06-29,Beauty & Health,Medan,E-Wallet,Cancelled,260021,1,0,2023-06,6,Q2
ORD-1583,2023-04-30,Fashion,Medan,Credit Card,Completed,401918,2,803836,2023-04,4,Q2
ORD-1584,2023-08-20,Beauty & Health,Medan,E-Wallet,Completed,280718,2,561436,2023-08,8,Q3
ORD-1585,2023-03-29,Beauty & Health,Makassar,Bank Transfer,Completed,205825,5,1029125,2023-03,3,Q1
ORD-1586,2023-01-28,Electronics,Surabaya,Bank Transfer,Cancelled,975066,1,0,2023-01,1,Q1
ORD-1587,2023-02-17,Home & Living,Jakarta,Credit Card,Completed,801955,1,801955,2023-02,2,Q1
ORD-1588,2023-02-16,Electronics,Bandung,Credit Card,Completed,3158027,1,3158027,2023-02,2,Q1
ORD-1589,2023-02-25,Home & Living,Medan,E-Wallet,Completed,272668,5,1363340,2023-02,2,Q1
ORD-1590,2023-02-20,Sports,Bandung,Bank Transfer,Cancelled,862485,1,0,2023-02,2,Q1
ORD-1591,2023-08-22,Sports,Jakarta,Bank Transfer,Completed,735711,4,2942844,2023-08,8,Q3
ORD-1592,2023-03-08,Beauty & Health,Surabaya,Bank Transfer,Completed,237291,1,237291,2023-03,3,Q1
ORD-1593,2023-05-07,Beauty & Health,Jakarta,COD,Cancelled,181447,1,0,2023-05,5,Q2
ORD-1594,2023-11-24,Electronics,Surabaya,E-Wallet,Completed,3329186,1,3329186,2023-11,11,Q4
ORD-1595,2023-06-22,Home & Living,Bandung,Credit Card,Completed,665131,1,665131,2023-06,6,Q2
ORD-1596,2023-09-01,Fashion,Medan,Credit Card,Completed,398869,1,398869,2023-09,9,Q3
ORD-1597,2023-03-04,Beauty & Health,Jakarta,Credit Card,Completed,309444,2,618888,2023-03,3,Q1
ORD-1598,2023-03-12,Fashion,Surabaya,COD,Completed,170533,5,852665,2023-03,3,Q1
ORD-1599,2023-01-15,Electronics,Jakarta,E-Wallet,Completed,2171759,2,4343518,2023-01,1,Q1
ORD-1600,2023-03-03,Beauty & Health,Jakarta,Bank Transfer,Completed,159732,5,798660,2023-03,3,Q1
ORD-1601,2023-04-12,Electronics,Medan,E-Wallet,Completed,1375151,1,1375151,2023-04,4,Q2
ORD-1602,2023-03-06,Home & Living,Semarang,Bank Transfer,Cancelled,637912,5,0,2023-03,3,Q1
ORD-1603,2023-02-02,Fashion,Surabaya,E-Wallet,Completed,580628,3,1741884,2023-02,2,Q1
ORD-1604,2023-02-14,Electronics,Medan,Bank Transfer,Completed,1961269,4,7845076,2023-02,2,Q1
ORD-1605,2023-06-18,Beauty & Health,Semarang,Credit Card,Completed,164789,4,659156,2023-06,6,Q2
ORD-1606,2023-03-17,Electronics,Yogyakarta,Credit Card,Completed,2696240,1,2696240,2023-03,3,Q1
ORD-1607,2023-05-13,Fashion,Jakarta,Bank Transfer,Completed,560593,3,1681779,2023-05,5,Q2
ORD-1608,2023-07-03,Home & Living,Makassar,COD,Completed,698823,4,2795292,2023-07,7,Q3
ORD-1609,2023-09-09,Electronics,Surabaya,Bank Transfer,Cancelled,3356271,2,0,2023-09,9,Q3
ORD-1610,2023-01-15,Sports,Jakarta,COD,Completed,660705,1,660705,2023-01,1,Q1
ORD-1611,2023-10-19,Electronics,Jakarta,E-Wallet,Cancelled,3005628,1,0,2023-10,10,Q4
ORD-1612,2023-08-18,Electronics,Surabaya,Credit Card,Returned,1170193,2,0,2023-08,8,Q3
ORD-1613,2023-01-30,Home & Living,Jakarta,Credit Card,Completed,418792,5,2093960,2023-01,1,Q1
ORD-1614,2023-11-15,Fashion,Jakarta,Credit Card,Completed,319774,1,319774,2023-11,11,Q4
ORD-1615,2023-12-03,Electronics,Jakarta,E-Wallet,Returned,2283887,5,0,2023-12,12,Q4
ORD-1616,2023-01-23,Fashion,Yogyakarta,Credit Card,Returned,589538,2,0,2023-01,1,Q1
ORD-1617,2023-04-12,Fashion,Yogyakarta,Bank Transfer,Completed,562148,2,1124296,2023-04,4,Q2
ORD-1618,2023-10-22,Sports,Jakarta,Bank Transfer,Completed,323001,2,646002,2023-10,10,Q4
ORD-1619,2023-10-01,Fashion,Yogyakarta,E-Wallet,Completed,211394,1,211394,2023-10,10,Q4
ORD-1620,2023-03-09,Home & Living,Yogyakarta,Credit Card,Returned,425348,5,0,2023-03,3,Q1
ORD-1621,2023-03-18,Sports,Medan,Bank Transfer,Completed,454224,3,1362672,2023-03,3,Q1
ORD-1622,2023-05-16,Fashion,Jakarta,Bank Transfer,Completed,432385,1,432385,2023-05,5,Q2
ORD-1623,2023-06-26,Sports,Medan,Bank Transfer,Cancelled,968331,4,0,2023-06,6,Q2
ORD-1624,2023-08-14,Fashion,Semarang,E-Wallet,Completed,606145,3,1818435,2023-08,8,Q3
ORD-1625,2023-05-15,Books & Stationery,Medan,Credit Card,Completed,171684,3,515052,2023-05,5,Q2
ORD-1626,2023-06-18,Electronics,Jakarta,E-Wallet,Completed,3264477,3,9793431,2023-06,6,Q2
ORD-1627,2023-09-30,Home & Living,Surabaya,E-Wallet,Cancelled,542641,3,0,2023-09,9,Q3
ORD-1628,2023-01-14,Beauty & Health,Bandung,E-Wallet,Completed,164997,2,329994,2023-01,1,Q1
ORD-1629,2023-04-03,Fashion,Surabaya,E-Wallet,Completed,387344,5,1936720,2023-04,4,Q2
ORD-1630,2023-09-18,Beauty & Health,Jakarta,Bank Transfer,Completed,289829,4,1159316,2023-09,9,Q3
ORD-1631,2023-11-23,Home & Living,Jakarta,Credit Card,Completed,694720,2,1389440,2023-11,11,Q4
ORD-1632,2023-07-06,Electronics,Yogyakarta,E-Wallet,Completed,1409648,1,1409648,2023-07,7,Q3
ORD-1633,2023-07-14,Electronics,Yogyakarta,Bank Transfer,Completed,1854931,4,7419724,2023-07,7,Q3
ORD-1634,2023-02-09,Home & Living,Jakarta,E-Wallet,Completed,429819,2,859638,2023-02,2,Q1
ORD-1635,2023-06-13,Home & Living,Makassar,Bank Transfer,Cancelled,846607,1,0,2023-06,6,Q2
ORD-1636,2023-07-14,Books & Stationery,Jakarta,COD,Cancelled,131849,2,0,2023-07,7,Q3
ORD-1637,2023-03-30,Home & Living,Bandung,E-Wallet,Completed,703565,4,2814260,2023-03,3,Q1
ORD-1638,2023-04-09,Books & Stationery,Medan,Credit Card,Completed,190154,4,760616,2023-04,4,Q2
ORD-1639,2023-05-18,Home & Living,Yogyakarta,Bank Transfer,Completed,360880,1,360880,2023-05,5,Q2
ORD-1640,2023-01-08,Fashion,Semarang,E-Wallet,Cancelled,410934,1,0,2023-01,1,Q1
ORD-1641,2023-04-28,Electronics,Jakarta,E-Wallet,Completed,3432908,5,17164540,2023-04,4,Q2
ORD-1642,2023-03-19,Home & Living,Yogyakarta,Bank Transfer,Completed,507638,4,2030552,2023-03,3,Q1
ORD-1643,2023-04-30,Beauty & Health,Jakarta,COD,Completed,430242,2,860484,2023-04,4,Q2
ORD-1644,2023-02-13,Electronics,Medan,Credit Card,Completed,1393374,1,1393374,2023-02,2,Q1
ORD-1645,2023-11-22,Fashion,Medan,Bank Transfer,Completed,162079,3,486237,2023-11,11,Q4
ORD-1646,2023-08-05,Books & Stationery,Bandung,COD,Completed,216876,5,1084380,2023-08,8,Q3
ORD-1647,2023-09-05,Beauty & Health,Jakarta,COD,Completed,395165,4,1580660,2023-09,9,Q3
ORD-1648,2023-10-16,Fashion,Yogyakarta,E-Wallet,Completed,621294,5,3106470,2023-10,10,Q4
ORD-1649,2023-07-01,Fashion,Jakarta,COD,Completed,464696,5,2323480,2023-07,7,Q3
ORD-1650,2023-02-01,Electronics,Jakarta,Credit Card,Completed,3560063,2,7120126,2023-02,2,Q1
ORD-1651,2023-07-16,Fashion,Medan,COD,Completed,538474,5,2692370,2023-07,7,Q3
ORD-1652,2023-08-03,Fashion,Surabaya,Bank Transfer,Completed,547213,3,1641639,2023-08,8,Q3
ORD-1653,2023-09-30,Electronics,Yogyakarta,Credit Card,Completed,2457424,1,2457424,2023-09,9,Q3
ORD-1654,2023-06-07,Home & Living,Surabaya,Credit Card,Completed,442655,5,2213275,2023-06,6,Q2
ORD-1655,2023-02-16,Fashion,Jakarta,Bank Transfer,Completed,592279,4,2369116,2023-02,2,Q1
ORD-1656,2023-04-14,Sports,Yogyakarta,Credit Card,Completed,572978,1,572978,2023-04,4,Q2
ORD-1657,2023-05-13,Sports,Bandung,Bank Transfer,Completed,662608,3,1987824,2023-05,5,Q2
ORD-1658,2023-08-24,Electronics,Jakarta,Credit Card,Completed,2088342,2,4176684,2023-08,8,Q3
ORD-1659,2023-07-28,Home & Living,Medan,Credit Card,Cancelled,570372,2,0,2023-07,7,Q3
ORD-1660,2023-05-10,Beauty & Health,Surabaya,E-Wallet,Completed,259381,4,1037524,2023-05,5,Q2
ORD-1661,2023-12-27,Sports,Bandung,Bank Transfer,Completed,250292,1,250292,2023-12,12,Q4
ORD-1662,2023-08-10,Electronics,Surabaya,Bank Transfer,Completed,3396144,2,6792288,2023-08,8,Q3
ORD-1663,2023-03-28,Home & Living,Yogyakarta,E-Wallet,Completed,486075,4,1944300,2023-03,3,Q1
ORD-1664,2023-02-07,Beauty & Health,Yogyakarta,COD,Completed,302019,1,302019,2023-02,2,Q1
ORD-1665,2023-02-25,Fashion,Medan,E-Wallet,Completed,194593,3,583779,2023-02,2,Q1
ORD-1666,2023-03-31,Electronics,Jakarta,Bank Transfer,Completed,760163,2,1520326,2023-03,3,Q1
ORD-1667,2023-02-28,Home & Living,Yogyakarta,E-Wallet,Completed,346703,1,346703,2023-02,2,Q1
ORD-1668,2023-03-10,Home & Living,Bandung,Credit Card,Completed,668210,4,2672840,2023-03,3,Q1
ORD-1669,2023-04-15,Fashion,Medan,Credit Card,Cancelled,174597,1,0,2023-04,4,Q2
ORD-1670,2023-03-05,Beauty & Health,Surabaya,Bank Transfer,Returned,417199,2,0,2023-03,3,Q1
ORD-1671,2023-11-24,Fashion,Yogyakarta,E-Wallet,Completed,232511,1,232511,2023-11,11,Q4
ORD-1672,2023-01-30,Home & Living,Medan,Credit Card,Completed,318215,4,1272860,2023-01,1,Q1
ORD-1673,2023-07-11,Electronics,Jakarta,Credit Card,Completed,1294523,5,6472615,2023-07,7,Q3
ORD-1674,2023-05-30,Sports,Surabaya,Credit Card,Completed,221744,4,886976,2023-05,5,Q2
ORD-1675,2023-12-25,Fashion,Semarang,COD,Completed,510902,1,510902,2023-12,12,Q4
ORD-1676,2023-02-10,Fashion,Jakarta,E-Wallet,Completed,562517,4,2250068,2023-02,2,Q1
ORD-1677,2023-05-26,Electronics,Makassar,Credit Card,Completed,2592488,1,2592488,2023-05,5,Q2
ORD-1678,2023-12-20,Electronics,Bandung,E-Wallet,Completed,1314599,4,5258396,2023-12,12,Q4
ORD-1679,2023-11-12,Beauty & Health,Bandung,Bank Transfer,Completed,192700,2,385400,2023-11,11,Q4
ORD-1680,2023-10-26,Fashion,Jakarta,E-Wallet,Completed,362963,1,362963,2023-10,10,Q4
ORD-1681,2023-04-05,Sports,Jakarta,Credit Card,Cancelled,1011650,5,0,2023-04,4,Q2
ORD-1682,2023-03-04,Electronics,Semarang,COD,Completed,1492054,2,2984108,2023-03,3,Q1
ORD-1683,2023-09-02,Fashion,Jakarta,Bank Transfer,Completed,490822,4,1963288,2023-09,9,Q3
ORD-1684,2023-12-06,Fashion,Medan,E-Wallet,Completed,344724,1,344724,2023-12,12,Q4
ORD-1685,2023-07-23,Electronics,Surabaya,Credit Card,Completed,1643542,1,1643542,2023-07,7,Q3
ORD-1686,2023-07-28,Electronics,Jakarta,Bank Transfer,Completed,2117747,1,2117747,2023-07,7,Q3
ORD-1687,2023-04-13,Fashion,Jakarta,Bank Transfer,Completed,160603,4,642412,2023-04,4,Q2
ORD-1688,2023-10-08,Beauty & Health,Bandung,Bank Transfer,Completed,377527,1,377527,2023-10,10,Q4
ORD-1689,2023-03-10,Fashion,Makassar,Credit Card,Completed,246650,1,246650,2023-03,3,Q1
ORD-1690,2023-04-29,Beauty & Health,Surabaya,E-Wallet,Completed,351148,5,1755740,2023-04,4,Q2
ORD-1691,2023-06-05,Beauty & Health,Surabaya,Credit Card,Completed,114605,1,114605,2023-06,6,Q2
ORD-1692,2023-07-05,Electronics,Jakarta,E-Wallet,Completed,3615295,5,18076475,2023-07,7,Q3
ORD-1693,2023-03-30,Fashion,Surabaya,E-Wallet,Completed,221507,1,221507,2023-03,3,Q1
ORD-1694,2023-02-11,Books & Stationery,Surabaya,E-Wallet,Completed,215220,2,430440,2023-02,2,Q1
ORD-1695,2023-08-11,Beauty & Health,Yogyakarta,E-Wallet,Completed,381410,2,762820,2023-08,8,Q3
ORD-1696,2023-04-16,Home & Living,Surabaya,E-Wallet,Returned,852501,1,0,2023-04,4,Q2
ORD-1697,2023-08-01,Fashion,Surabaya,Bank Transfer,Completed,363945,2,727890,2023-08,8,Q3
ORD-1698,2023-02-26,Home & Living,Jakarta,E-Wallet,Completed,684178,1,684178,2023-02,2,Q1
ORD-1699,2023-06-25,Home & Living,Makassar,Credit Card,Completed,434497,1,434497,2023-06,6,Q2
ORD-1700,2023-07-14,Beauty & Health,Jakarta,E-Wallet,Returned,156372,4,0,2023-07,7,Q3
ORD-1701,2023-01-19,Books & Stationery,Jakarta,E-Wallet,Cancelled,131684,1,0,2023-01,1,Q1
ORD-1702,2023-05-03,Electronics,Bandung,Bank Transfer,Completed,1247247,1,1247247,2023-05,5,Q2
ORD-1703,2023-02-19,Electronics,Bandung,Bank Transfer,Completed,3696133,1,3696133,2023-02,2,Q1
ORD-1704,2023-01-24,Home & Living,Surabaya,Bank Transfer,Completed,242372,3,727116,2023-01,1,Q1
ORD-1705,2023-12-28,Sports,Surabaya,E-Wallet,Completed,704937,1,704937,2023-12,12,Q4
ORD-1706,2023-04-28,Electronics,Medan,COD,Completed,2629391,1,2629391,2023-04,4,Q2
ORD-1707,2023-10-23,Fashion,Jakarta,Bank Transfer,Completed,394039,1,394039,2023-10,10,Q4
ORD-1708,2023-04-03,Electronics,Yogyakarta,E-Wallet,Completed,2736557,4,10946228,2023-04,4,Q2
ORD-1709,2023-09-06,Fashion,Bandung,COD,Completed,183090,4,732360,2023-09,9,Q3
ORD-1710,2023-10-05,Home & Living,Surabaya,Credit Card,Cancelled,563512,2,0,2023-10,10,Q4
ORD-1711,2023-08-06,Beauty & Health,Surabaya,Credit Card,Completed,193396,1,193396,2023-08,8,Q3
ORD-1712,2023-06-22,Fashion,Jakarta,E-Wallet,Completed,595088,1,595088,2023-06,6,Q2
ORD-1713,2023-05-31,Fashion,Medan,E-Wallet,Completed,506035,3,1518105,2023-05,5,Q2
ORD-1714,2023-05-08,Electronics,Surabaya,COD,Cancelled,3667543,5,0,2023-05,5,Q2
ORD-1715,2023-12-06,Fashion,Jakarta,Bank Transfer,Cancelled,143778,1,0,2023-12,12,Q4
ORD-1716,2023-10-31,Beauty & Health,Bandung,Credit Card,Completed,192647,1,192647,2023-10,10,Q4
ORD-1717,2023-12-19,Books & Stationery,Makassar,Bank Transfer,Completed,84630,5,423150,2023-12,12,Q4
ORD-1718,2023-02-15,Sports,Surabaya,Credit Card,Cancelled,219369,5,0,2023-02,2,Q1
ORD-1719,2023-09-24,Electronics,Semarang,Credit Card,Completed,1476977,1,1476977,2023-09,9,Q3
ORD-1720,2023-12-09,Sports,Jakarta,E-Wallet,Completed,780171,3,2340513,2023-12,12,Q4
ORD-1721,2023-03-08,Home & Living,Jakarta,Credit Card,Completed,336762,1,336762,2023-03,3,Q1
ORD-1722,2023-01-25,Home & Living,Jakarta,E-Wallet,Completed,531302,1,531302,2023-01,1,Q1
ORD-1723,2023-09-28,Fashion,Surabaya,Bank Transfer,Completed,568909,2,1137818,2023-09,9,Q3
ORD-1724,2023-07-29,Fashion,Jakarta,E-Wallet,Cancelled,471878,2,0,2023-07,7,Q3
ORD-1725,2023-11-04,Fashion,Jakarta,Credit Card,Completed,322314,2,644628,2023-11,11,Q4
ORD-1726,2023-02-21,Electronics,Semarang,Bank Transfer,Completed,1867406,4,7469624,2023-02,2,Q1
ORD-1727,2023-10-18,Electronics,Yogyakarta,Credit Card,Completed,2117207,1,2117207,2023-10,10,Q4
ORD-1728,2023-03-15,Electronics,Medan,COD,Completed,1281124,5,6405620,2023-03,3,Q1
ORD-1729,2023-03-01,Beauty & Health,Jakarta,E-Wallet,Completed,318240,2,636480,2023-03,3,Q1
ORD-1730,2023-03-01,Home & Living,Jakarta,Bank Transfer,Completed,429906,4,1719624,2023-03,3,Q1
ORD-1731,2023-10-25,Beauty & Health,Jakarta,Credit Card,Completed,396851,1,396851,2023-10,10,Q4
ORD-1732,2023-08-31,Electronics,Medan,COD,Completed,3019657,5,15098285,2023-08,8,Q3
ORD-1733,2023-07-10,Books & Stationery,Semarang,Bank Transfer,Completed,163497,1,163497,2023-07,7,Q3
ORD-1734,2023-05-11,Books & Stationery,Surabaya,Credit Card,Completed,116698,1,116698,2023-05,5,Q2
ORD-1735,2023-11-17,Home & Living,Jakarta,E-Wallet,Returned,321952,1,0,2023-11,11,Q4
ORD-1736,2023-05-24,Books & Stationery,Surabaya,COD,Completed,194968,2,389936,2023-05,5,Q2
ORD-1737,2023-10-26,Beauty & Health,Jakarta,Credit Card,Completed,265107,4,1060428,2023-10,10,Q4
ORD-1738,2023-06-10,Books & Stationery,Surabaya,Credit Card,Completed,90202,5,451010,2023-06,6,Q2
ORD-1739,2023-05-18,Electronics,Bandung,COD,Completed,1335523,1,1335523,2023-05,5,Q2
ORD-1740,2023-06-18,Fashion,Medan,Credit Card,Completed,207700,2,415400,2023-06,6,Q2
ORD-1741,2023-04-21,Electronics,Jakarta,Credit Card,Completed,3081483,2,6162966,2023-04,4,Q2
ORD-1742,2023-09-30,Electronics,Jakarta,E-Wallet,Completed,1436961,2,2873922,2023-09,9,Q3
ORD-1743,2023-07-03,Electronics,Makassar,COD,Completed,2329926,1,2329926,2023-07,7,Q3
ORD-1744,2023-03-26,Beauty & Health,Jakarta,Bank Transfer,Completed,252556,2,505112,2023-03,3,Q1
ORD-1745,2023-11-25,Home & Living,Jakarta,COD,Completed,580727,2,1161454,2023-11,11,Q4
ORD-1746,2023-05-21,Beauty & Health,Jakarta,E-Wallet,Completed,405775,1,405775,2023-05,5,Q2
ORD-1747,2023-07-18,Electronics,Jakarta,Credit Card,Completed,3353242,5,16766210,2023-07,7,Q3
ORD-1748,2023-11-27,Sports,Surabaya,COD,Completed,588903,5,2944515,2023-11,11,Q4
ORD-1749,2023-08-16,Beauty & Health,Yogyakarta,Bank Transfer,Completed,95531,1,95531,2023-08,8,Q3
ORD-1750,2023-02-12,Fashion,Jakarta,Credit Card,Completed,338221,4,1352884,2023-02,2,Q1
ORD-1751,2023-12-10,Home & Living,Surabaya,E-Wallet,Completed,599335,1,599335,2023-12,12,Q4
ORD-1752,2023-08-18,Fashion,Bandung,Bank Transfer,Completed,403882,3,1211646,2023-08,8,Q3
ORD-1753,2023-05-03,Fashion,Surabaya,Credit Card,Completed,450668,2,901336,2023-05,5,Q2
